./data/uclid/run-sw-bdata-fullalu-amem-swinv-f6.ucl-property_correspondence-vobj-0011.smt2,"[0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 1.
 1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1.
 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 1.]",MathSAT,60.3842670917511,timeout (58.0 s),"['BOOLECTOR', 'Bitwuzla', 'CVC4', 'YICES', 'Z3', 'MathSAT']","[0, 0, 1, 0, 1, 58]"
./data/uclid/run-nt-idata-thrualu-amem-noinv-f5.ucl-property_correspondence-vobj-0003.smt2,"[0.         0.33239238 1.         0.         0.         0.
 1.         0.37240133 1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.22738058 0.         0.         0.20404521 0.         0.22561151
 0.25679348 0.         0.24675046 0.         0.20336275 0.38781163
 0.41052632 0.24127907 0.51879699 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         1.92       2.         0.2        0.
 0.         0.         0.         0.1991453  0.         0.19846022
 0.         0.         0.         0.         0.23543097 1.
 0.33042263 0.22906745 0.36434109 1.26057906 1.         1.
 0.96774194 0.         0.37815126 1.88888889 0.        ]",Z3,51.12853217124939,unsat,"['MathSAT', 'Bitwuzla', 'Z3', 'YICES', 'CVC4', 'BOOLECTOR']","[51, 0, 0.07055401802062988]"
./data/uclid/run-btfnt-bdata-fullalu-amem-noinv-f5.ucl-property_correspondence-vobj-0009.smt2,"[0.         1.19452113 1.         0.         0.         0.
 1.         1.1863388  1.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 1.28503185 0.         0.         1.36452084 0.         1.31827714
 1.21262817 0.         1.19469264 0.         1.19308267 1.16129032
 1.17891374 1.22527945 1.73534073 1.34093162 0.         0.
 1.31962025 0.         1.31962025 0.         1.31810193 1.31962025
 0.         0.         0.         0.         0.         0.
 0.         1.31962025 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 3.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.09302326 0.         1.23529412 0.
 0.         0.         0.         1.2295082  0.         1.22968198
 0.         0.         0.         0.         1.23366244 1.
 1.18797468 1.15743908 1.19412039 0.80926476 1.         1.
 0.97826087 0.         1.16452442 0.12765957 1.33753149]",Z3,1.4739899635314941,unsat,"['YICES', 'MathSAT', 'BOOLECTOR', 'Z3', 'Bitwuzla', 'CVC4']","[0, 1, 0, 0.17313003540039062]"
./data/uclid/run-btfnt-bdata-thrualu-umem-noinv-f5.ucl-property_correspondence-vobj-0004.smt2,"[0.         0.52087181 1.         0.         0.         0.
 1.         0.53900709 1.33333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.45790683 0.         0.         0.55811358 0.         0.48906195
 0.49619854 0.         0.46902965 0.         0.40694658 0.56559767
 0.31764706 0.35137255 0.59838275 0.48432056 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04597701 0.         0.42105263 0.
 0.         0.         0.         0.41986456 0.         0.41934026
 0.         0.         0.         0.         0.46017186 1.
 0.51918487 0.43293504 0.52744582 0.84405528 1.         1.
 0.98360656 0.         0.55498155 0.06282723 0.5118067 ]",CVC4,1.8387072086334229,unsat,"['CVC4', 'BOOLECTOR', 'MathSAT', 'Bitwuzla', 'YICES', 'Z3']",[1.7384521961212158]
./data/uclid/run-stall-bdata-thrualu-umem-coninv-f7.ucl-property_correspondence-vobj-0008.smt2,"[0.         1.17060405 1.         0.         0.         0.
 1.         1.10688428 1.25       0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 1.18854254 0.         0.         1.22013607 0.         1.34786431
 1.2313311  0.         1.23674375 0.         1.10366595 1.16973758
 0.69620253 0.94207511 1.40851888 0.98601399 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.13059701 0.         1.2        0.
 0.         0.         0.         1.20394173 0.         1.20411664
 0.         0.         0.         0.         1.17954597 1.
 1.17808027 1.19169698 1.08919518 0.87697531 1.         1.
 1.08974359 0.         1.17015263 0.17676768 1.06525497]",Z3,0.4205498695373535,unsat,"['Z3', 'BOOLECTOR', 'YICES', 'CVC4', 'MathSAT', 'Bitwuzla']",[0.17049789428710938]
./data/uclid/run-full-bdata-uintalu-umem-coninv-f5.ucl-property_correspondence-vobj-0002.smt2,"[0.00000000e+00 1.96223317e-01 9.99999999e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.00000000e+00 2.72695326e-01
 1.20000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99999999e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.99999999e-01
 5.11545293e-02 0.00000000e+00 0.00000000e+00 7.15997916e-02
 0.00000000e+00 6.26343261e-02 1.06739771e-01 0.00000000e+00
 9.84002650e-02 0.00000000e+00 4.64758029e-02 2.84042553e-01
 1.91176471e-01 4.54832596e-02 1.19544592e-01 2.64705882e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.23048327e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.02810144e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.34195494e-02 1.00000000e+00 2.13560698e-01 1.01597203e-01
 2.62687472e-01 8.12393379e-01 1.00000000e+00 1.00000000e+00
 9.67741935e-01 0.00000000e+00 2.71991365e-01 3.01507538e-02
 2.55688870e-01]",CVC4,0.5514347553253174,unsat,"['CVC4', 'YICES', 'Z3', 'BOOLECTOR', 'MathSAT', 'Bitwuzla']",[0.5294780731201172]
./data/uclid/run-sw-bdata-fullalu-amem-swinv-f6.ucl-property_correspondence-vobj-0005.smt2,"[0.         0.80302847 1.         0.         0.         0.
 1.         0.8367368  0.82352941 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.74488572 0.         0.         0.71231979 0.         0.7083065
 0.77113718 0.         0.78479735 0.         0.81626077 0.82739212
 0.98736842 0.83704116 0.44177778 0.95729948 0.         0.
 1.16358839 0.         1.16358839 0.         1.15124816 1.16358839
 0.         0.         0.         0.         0.         0.
 0.         1.16358839 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.1025641  0.         0.75       0.
 0.         0.         0.         0.75256155 0.         0.75229639
 0.         0.         0.         0.         0.77970914 1.
 0.81525768 0.82225867 0.8382451  0.91844731 1.         1.
 1.02752294 0.         0.82921028 0.13793103 0.91621719]",CVC4,52.98699402809143,unsat,"['MathSAT', 'YICES', 'CVC4', 'BOOLECTOR', 'Bitwuzla', 'Z3']","[51, 0, 1.839228868484497]"
./data/uclid/run-btfnt-idata-thrualu-umem-noinv-f5.ucl-property_correspondence-vobj-0006.smt2,"[0.         0.99533305 1.         0.         0.         0.
 1.         0.96052273 1.2        0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 1.01889812 0.         0.         1.20321323 0.         1.03113105
 1.05114623 0.         0.98275574 0.         0.93391391 0.98684211
 0.63565891 0.84378109 1.19213313 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         4.88       6.05459057 1.         0.
 0.         0.         0.         0.99517943 0.         0.99517426
 0.         0.         0.         0.         0.99146097 1.
 0.98553156 0.91924946 0.95206767 1.45718774 1.         1.
 0.96774194 0.         0.98163606 5.1558669  0.        ]",CVC4,2.0735111236572266,unsat,"['YICES', 'BOOLECTOR', 'CVC4', 'Z3', 'Bitwuzla', 'MathSAT']","[0, 0, 1.8930668830871582]"
./data/uclid/run-full-udata-thrualu-umem-noinv-f5.ucl-property_correspondence-vobj-0004.smt2,"[0.         0.62617191 1.         0.         0.         0.
 1.         0.6494611  1.5        0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.51524824 0.         0.         0.40503589 0.         0.47219164
 0.56970925 0.         0.55435882 0.         0.52083756 0.66171429
 0.44751381 0.54672897 0.69713887 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03840683 0.         0.52941176 0.
 0.         0.         0.         0.52754317 0.         0.52700656
 0.         0.         0.         0.         0.53375346 1.
 0.62108346 0.52620421 0.64215579 0.86915856 1.         1.
 0.97122302 0.         0.65479876 0.04703833 0.        ]",CVC4,1.4964830875396729,unsat,"['Bitwuzla', 'YICES', 'CVC4', 'BOOLECTOR', 'Z3', 'MathSAT']","[0, 0, 1.4020841121673584]"
./data/uclid/run-std-bdata-uintalu-amem-coninv-f5.ucl-property_correspondence-vobj-0006.smt2,"[0.         1.04542241 1.         0.         0.         0.
 1.         1.00711798 0.76923077 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.97898071 0.         0.         0.89018821 0.         0.92221801
 1.02399363 0.         0.97458154 0.         0.95900863 1.05316973
 1.29807692 1.19341564 1.27814973 1.25189298 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.07062147 0.         1.05263158 0.
 0.         0.         0.         1.05636979 0.         1.05643341
 0.         0.         0.         0.         0.96884232 1.
 1.05396437 1.04914973 0.99518617 0.88540332 1.         1.
 0.97402597 0.         1.05263158 0.08635579 1.15458015]",CVC4,4.0224409103393555,unsat,"['YICES', 'BOOLECTOR', 'MathSAT', 'Bitwuzla', 'CVC4', 'Z3']","[0, 0, 1, 0, 2.8571090698242188]"
./data/uclid/run-std-idata-thrualu-amem-coninv-f5.ucl-property_correspondence-vobj-0005.smt2,"[0.         0.84946587 1.         0.         0.         0.
 1.         0.84153846 0.78571429 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         1.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.
 0.77012586 0.         0.         0.72850036 0.         0.74927741
 0.82568454 0.         0.78035393 0.         0.76403444 0.87641154
 1.06657019 0.88649262 0.99280177 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         4.05882353 4.06259781 0.80487805 0.
 0.         0.         0.         0.80779275 0.         0.80757164
 0.         0.         0.         0.         0.77268065 1.
 0.85977622 0.83412072 0.83116883 1.43250606 1.         1.
 0.97633136 0.         0.87312719 3.7707151  0.        ]",CVC4,1.9198057651519775,unsat,"['YICES', 'CVC4', 'Z3', 'Bitwuzla', 'BOOLECTOR', 'MathSAT']","[0, 1.7900519371032715]"
